"Indicator","Country","2000_value","2000_notes","2000_source","2001_value","2001_notes","2001_source","2002_value","2002_notes","2002_source","2003_value","2003_notes","2003_source","2004_value","2004_notes","2004_source","2005_value","2005_notes","2005_source","2006_value","2006_notes","2006_source","2007_value","2007_notes","2007_source","2008_value","2008_notes","2008_source","2009_value","2009_notes","2009_source","2010_value","2010_notes","2010_source","2011_value","2011_notes","2011_source","2012_value","2012_notes","2012_source","2013_value","2013_notes","2013_source","2014_value","2014_notes","2014_source","2015_value","2015_notes","2015_source","2016_value","2016_notes","2016_source","2017_value","2017_notes","2017_source","2018_value","2018_notes","2018_source","2019_value","2019_notes","2019_source"
"Mobile-cellular subscriptions per 100 inhabitants","Guinea","0.51","","","0.66","","","1.06","","","1.27","","","1.74","","","2.07","","","","","","21.01","","","28.24","","","35.01","","","39.25","","","46.64","","","52.43","","","68.27","","","77.87","","","94.16","","","94.65","","","96.95","","","96.77","","","100.80","",""
"Mobile-cellular subscriptions per 100 inhabitants","Guinea-Bissau","0.00","","","0.00","","","0.00","","","0.10","","","3.00","","","7.35","","","11.42","","","20.99","","","34.57","","","37.76","","","44.49","","","46.87","","","65.37","","","57.02","","","65.49","","","71.29","","","72.14","","","78.49","","","78.99","","","82.79","",""
"Mobile-cellular subscriptions per 100 inhabitants","Guyana","5.33","","","10.11","","","10.66","","","18.51","","","23.02","","","37.71","","","53.59","","ITU estimate.","72.18","","","59.96","","","65.34","","","74.78","","","70.31","","","72.42","","","73.10","","","74.26","","","70.70","","","75.80","","","82.97","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Haiti","0.65","","","1.06","","","1.60","","","3.60","","","4.42","","","5.44","","","12.84","","","26.33","","","33.17","","","37.23","","","40.20","","","41.58","","","59.46","","","68.84","","","64.17","","","68.25","","","60.00","","","57.42","","","59.36","","","60.76","",""
"Mobile-cellular subscriptions per 100 inhabitants","Honduras","2.36","","","3.52","","","4.71","","","5.34","","","9.71","","","17.18","","","29.35","","","53.59","","","77.82","","","102.94","","","114.28","","","95.07","","","85.29","","","88.28","","","86.26","","","88.32","","","84.49","","","87.32","","","79.15","","","77.57","",""
"Mobile-cellular subscriptions per 100 inhabitants","Hong Kong, China","82.46","","","86.67","","","95.43","","","109.29","","","121.79","","","126.22","","","138.84","","","157.19","","","168.27","","","181.92","","","198.01","","","218.26","","","232.55","","","239.44","","","237.70","","","232.74","","","242.77","","","251.77","","","269.93","","","288.53","",""
"Mobile-cellular subscriptions per 100 inhabitants","Hungary","30.10","","","48.73","","","67.73","","","78.34","","","86.28","","","92.41","","","99.11","","","110.03","","","122.34","","","118.41","","","121.00","","","118.13","","","117.39","","","117.86","","","119.60","","","101.25","","","102.04","","","102.21","","","103.45","","","106.07","",""
"Mobile-cellular subscriptions per 100 inhabitants","Iceland","76.63","","","87.71","","","91.28","","","97.12","","","99.64","","","95.98","","","100.73","","","106.85","","","108.39","","","107.48","","","106.48","","","106.37","","","108.13","","","108.89","","","112.62","","","116.25","","","120.89","","","119.99","","","122.17","","","121.95","",""
"Mobile-cellular subscriptions per 100 inhabitants","India","0.34","","","0.61","","","1.19","","","3.03","","","4.62","","","7.85","","","14.25","","","19.74","","","28.89","","","43.12","","","60.94","","","71.49","","","68.32","","","69.20","","","72.86","","","76.41","","","85.15","","","87.32","","","86.94","","","84.27","",""
"Mobile-cellular subscriptions per 100 inhabitants","Indonesia","1.73","","","3.04","","","5.38","","","8.40","","","13.59","","","20.73","","","27.82","","","40.19","","","59.70","","","68.59","","","87.37","","","101.91","","","113.49","","","124.39","","","127.62","","","131.18","","","147.42","","","164.44","","","119.34","","","126.11","",""
"Mobile-cellular subscriptions per 100 inhabitants","Iran (Islamic Republic of)","1.47","","","3.14","","","3.39","","","5.06","","","7.36","","","12.20","","","21.81","","","41.73","","","59.62","","","72.07","","","73.28","","","75.09","","","76.99","","","85.31","","","88.93","","","94.56","","","101.20","","","107.90","","","108.46","","","142.39","",""
"Mobile-cellular subscriptions per 100 inhabitants","Iraq","0.00","","","0.00","","","0.08","","","0.31","","","2.18","","","5.69","","","34.05","","","50.24","","","61.75","","","69.43","","","78.22","","","83.06","","ITU estimate.","83.90","","ITU estimate.","97.87","","","95.90","","","94.34","","","91.36","","","88.98","","","95.04","","","94.70","",""
"Mobile-cellular subscriptions per 100 inhabitants","Ireland","65.05","","","77.30","","","76.77","","","87.94","","","95.12","","","103.11","","","110.86","","","114.94","","","114.32","","","104.67","","","103.23","","","106.87","","","108.80","","","105.75","","","106.18","","","105.36","","","103.82","","","103.06","","","103.17","","","105.69","",""
"Mobile-cellular subscriptions per 100 inhabitants","Israel","74.00","","","90.76","","","102.12","","","105.42","","","112.90","","","118.80","","","125.79","","","130.01","","","127.93","","","125.48","","","124.02","","","122.88","","","121.14","","","122.82","","","120.95","","","132.48","","","130.35","","","127.85","","","127.66","","","137.33","",""
"Mobile-cellular subscriptions per 100 inhabitants","Italy","74.52","","","90.10","","","94.78","","","98.62","","","108.29","","","122.68","","","137.37","","","152.86","","","153.32","","","152.33","","","157.89","","","161.17","","","162.31","","","160.99","","","148.84","","","144.76","","","141.69","","","138.23","","","137.47","","","131.26","",""
"Mobile-cellular subscriptions per 100 inhabitants","Jamaica","13.82","","","22.35","","","46.23","","","58.18","","","67.43","","","72.32","","","82.58","","","96.97","","","97.90","","","105.73","","","113.22","","","104.23","","","95.52","","","99.56","","","104.53","","","108.52","","","112.43","","","105.83","","","101.03","","","102.56","",""
"Mobile-cellular subscriptions per 100 inhabitants","Japan","52.37","","","58.58","","","63.43","","","67.67","","","71.35","","","75.19","","","77.73","","","83.54","","","85.88","","","90.46","","","95.91","","","103.32","","","109.89","","","115.25","","","123.16","","","125.45","","","130.60","","","135.52","","","141.41","","","147.02","",""
"Mobile-cellular subscriptions per 100 inhabitants","Jersey","51.56","","","70.44","","","","","","92.27","","","95.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Jordan","7.59","","","16.59","","","22.94","","","24.39","","","29.10","","","54.42","","","72.49","","","76.28","","","81.04","","","87.25","","","91.17","","","97.65","","","111.05","","","121.07","","","124.37","","","148.90","","","102.76","","","99.16","","","87.62","","","77.00","",""
"Mobile-cellular subscriptions per 100 inhabitants","Kazakhstan","1.32","","","3.90","","","6.86","","","8.81","","","16.05","","","35.05","","","50.00","","","78.48","","","94.00","","","106.36","","","119.38","","","153.06","","","180.49","","","178.34","","","165.27","","","149.72","","","143.21","","","147.64","","","142.28","","","138.63","",""
"Mobile-cellular subscriptions per 100 inhabitants","Kenya","0.40","","","1.83","","","3.52","","","4.59","","","7.15","","","12.59","","","19.50","","","29.32","","","40.97","","","47.34","","","59.41","","","65.03","","","69.30","","","69.93","","","72.02","","","78.77","","","79.47","","","85.25","","","96.32","","","103.77","",""
"Mobile-cellular subscriptions per 100 inhabitants","Kiribati","0.36","","","0.46","","","0.57","","","0.59","","","0.68","","","0.70","","","0.74","","","0.78","","","1.01","","","9.82","","","10.29","","","13.17","","","16.92","","","18.54","","","27.42","","","36.96","","","46.21","","","40.40","","","46.04","","","46.48","",""
"Mobile-cellular subscriptions per 100 inhabitants","Korea (Rep. of)","56.60","","","60.88","","","67.38","","","69.60","","","75.45","","","78.73","","","82.24","","","90.49","","","92.73","","","97.16","","","102.47","","","105.46","","","107.12","","","108.61","","","113.20","","","115.96","","","120.23","","","124.59","","","129.67","","","134.49","",""
"Mobile-cellular subscriptions per 100 inhabitants","Kosovo","","","","","","","","","","","","","","","","32.30","","","32.30","","","32.30","","","32.30","","","32.30","","","32.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Kuwait","23.27","","","41.74","","","57.42","","","65.69","","","80.64","","","60.88","","","49.69","","","56.96","","","56.47","","","92.82","","","133.00","","","155.75","","","152.29","","","181.77","","","205.91","","","199.83","","","193.57","","","176.00","","","171.61","","","174.16","",""
"Mobile-cellular subscriptions per 100 inhabitants","Kyrgyzstan","0.18","","","0.54","","","1.06","","","2.76","","","5.23","","","10.67","","","24.62","","","41.82","","","64.59","","","84.11","","","97.29","","","113.76","","","120.92","","","117.56","","","129.41","","","127.19","","","125.34","","","136.81","","","138.57","","","134.39","",""
"Mobile-cellular subscriptions per 100 inhabitants","Lao P.D.R.","0.24","","","0.55","","","1.00","","","2.01","","","3.61","","","11.43","","","17.27","","","24.87","","","33.44","","","52.61","","","64.06","","","86.35","","","66.72","","","70.52","","","69.56","","","55.29","","","57.82","","","53.38","","","51.86","","","60.84","",""
"Mobile-cellular subscriptions per 100 inhabitants","Latvia","16.83","","","27.85","","","39.32","","","52.89","","","67.43","","","83.11","","","98.14","","","100.86","","","105.87","","","107.40","","","108.84","","ITU estimate.","110.29","","ITU estimate.","127.16","","ITU estimate.","125.09","","","117.95","","","129.65","","","134.24","","","126.29","","","107.35","","","108.66","",""
"Mobile-cellular subscriptions per 100 inhabitants","Lebanon","19.33","","","19.21","","","18.53","","","18.13","","","19.36","","","21.15","","","23.25","","","26.43","","","29.95","","","49.66","","","57.82","","","66.45","","","67.81","","","65.70","","","70.07","","","71.30","","","63.70","","","64.51","","","64.50","","","61.82","",""
"Mobile-cellular subscriptions per 100 inhabitants","Lesotho","1.06","","","2.80","","","6.80","","","6.24","","","9.78","","","12.51","","","17.99","","","24.28","","","29.85","","","33.21","","","49.48","","","61.50","","","76.67","","","88.26","","","104.67","","","103.94","","","110.02","","","113.83","","","75.04","","","74.49","",""
"Mobile-cellular subscriptions per 100 inhabitants","Liberia","0.05","","","0.07","","","0.17","","","1.54","","ITU estimate.","3.01","","","4.97","","","8.41","","ITU estimate.","16.26","","ITU estimate.","23.69","","","28.90","","","40.38","","","50.30","","","57.55","","","60.04","","","73.98","","","81.66","","","67.96","","","56.57","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Libya","0.75","","","0.92","","","1.27","","","2.26","","","8.76","","","34.49","","","66.72","","","75.32","","ITU estimate.","121.79","","","155.43","","","175.87","","ITU estimate.","160.07","","ITU estimate.","152.52","","ITU estimate.","161.94","","","133.56","","","151.86","","","117.99","","","91.48","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Liechtenstein","30.14","","","32.78","","","33.66","","","73.15","","","74.02","","","79.23","","","82.23","","","90.90","","","95.85","","","97.97","","","98.63","","","101.87","","","98.54","","","104.04","","","109.21","","","109.29","","","117.63","","","122.76","","","124.70","","","125.59","",""
"Mobile-cellular subscriptions per 100 inhabitants","Lithuania","14.96","","","29.31","","","47.77","","","61.57","","","90.24","","","130.18","","","142.83","","","150.72","","","156.33","","","156.65","","","156.57","","","160.15","","","164.08","","","151.75","","","143.62","","","142.71","","","145.51","","","153.28","","","163.87","","","168.82","",""
"Mobile-cellular subscriptions per 100 inhabitants","Luxembourg","69.54","","","92.93","","","106.60","","","120.49","","","104.02","","","111.39","","","153.13","","","144.13","","","145.65","","","145.01","","","143.14","","","147.31","","","143.41","","","145.31","","","144.70","","","142.36","","","131.89","","","134.14","","","132.16","","","135.76","",""
"Mobile-cellular subscriptions per 100 inhabitants","Macao, China","32.97","","","44.41","","","61.53","","","79.11","","","91.70","","","110.33","","","128.87","","","157.44","","","181.00","","","197.07","","","208.51","","","245.66","","","286.05","","","298.29","","","314.54","","","314.92","","","321.45","","","328.79","","","345.32","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Madagascar","0.40","","","0.91","","","0.97","","","1.64","","","1.88","","","2.78","","","5.54","","","11.41","","","24.18","","","30.55","","","36.46","","","39.92","","","39.28","","","36.85","","","41.18","","","44.13","","","32.13","","","34.14","","","40.57","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Malawi","0.44","","","0.49","","","0.73","","","1.13","","","1.81","","","3.34","","","4.78","","","7.88","","","10.98","","","17.59","","","21.44","","","26.41","","","30.18","","","33.40","","","34.58","","","39.22","","","41.72","","","43.99","","","39.01","","","47.78","",""
"Mobile-cellular subscriptions per 100 inhabitants","Malaysia","22.08","","","31.15","","","37.40","","","45.04","","","58.00","","","76.08","","","74.28","","","87.38","","","101.75","","","108.69","","","120.03","","","127.96","","","142.16","","","145.93","","","150.43","","","145.70","","","141.65","","","136.12","","","134.53","","","139.60","",""
"Mobile-cellular subscriptions per 100 inhabitants","Maldives","2.73","","","6.60","","","14.24","","","21.96","","","36.38","","","63.71","","","82.77","","","93.55","","","126.84","","","129.53","","","135.17","","","139.41","","","141.11","","","150.43","","","153.06","","","162.62","","","170.79","","","181.33","","","166.36","","","155.95","",""
"Mobile-cellular subscriptions per 100 inhabitants","Mali","0.09","","","0.21","","","0.40","","","2.06","","","3.29","","","5.96","","","11.46","","","18.54","","","24.36","","","30.59","","","49.44","","","69.75","","","91.45","","","120.06","","","138.81","","","130.16","","","112.54","","","119.02","","","115.08","","","116.62","",""
"Mobile-cellular subscriptions per 100 inhabitants","Malta","29.07","","","60.41","","","69.44","","","72.34","","","75.98","","","80.06","","","85.34","","","90.36","","","94.17","","","102.56","","","109.98","","","124.91","","","126.18","","","130.62","","","126.97","","","120.90","","","134.25","","","138.09","","","140.20","","","144.06","",""
"Mobile-cellular subscriptions per 100 inhabitants","Marshall Islands","0.88","","","0.95","","","1.05","","","1.12","","","1.18","","","1.19","","","","","","","","","","","","","","","","","","","","","","","","","","","27.11","","","26.99","","","","","","27.56","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Martinique","41.88","","","73.37","","","76.00","","","70.41","","","74.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Mauritania","0.58","","","4.09","","","8.90","","","12.28","","","17.77","","","24.65","","","34.07","","","44.15","","","63.47","","","64.31","","","79.45","","","92.11","","","108.60","","","104.47","","","95.48","","","90.07","","","86.81","","","95.13","","","103.71","","","104.09","",""
"Mobile-cellular subscriptions per 100 inhabitants","Mauritius","15.19","","","22.82","","","28.92","","","38.25","","","45.06","","","53.75","","","62.89","","","75.26","","","83.38","","","87.36","","","95.43","","","103.44","","","118.53","","","122.16","","","131.39","","","139.93","","","143.76","","","145.47","","","151.36","","","147.01","",""
"Mobile-cellular subscriptions per 100 inhabitants","Mayotte","0.00","","","0.00","","","12.59","","","19.91","","","27.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Mexico","14.23","","","21.69","","","25.50","","","29.20","","","36.79","","","44.46","","","51.50","","","60.97","","","67.95","","","73.97","","","80.10","","","81.75","","","85.89","","","89.83","","","87.20","","","88.37","","","90.59","","","91.63","","","95.23","","","95.66","",""
"Mobile-cellular subscriptions per 100 inhabitants","Micronesia","0.00","","","0.00","","","0.09","","","5.49","","","11.99","","","13.28","","","17.67","","","26.27","","","26.56","","","26.71","","","26.74","","","26.68","","","29.87","","","29.64","","","","","","20.67","","","21.24","","","20.74","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Moldova","3.31","","","5.37","","","8.09","","","11.40","","","18.88","","","26.20","","","32.76","","","45.59","","","58.92","","","52.14","","","62.42","","","78.87","","","87.94","","","90.73","","","91.77","","","91.22","","","93.17","","","92.29","","","89.76","","","89.38","",""
"Mobile-cellular subscriptions per 100 inhabitants","Monaco","43.32","","","44.05","","","45.34","","","45.49","","","47.01","","","50.80","","","53.54","","","59.09","","","63.09","","","65.29","","","65.75","","","88.24","","","91.04","","","96.11","","","90.23","","","90.20","","","87.46","","","85.90","","","84.51","","","86.70","",""
"Mobile-cellular subscriptions per 100 inhabitants","Mongolia","6.45","","","8.06","","","8.84","","","12.92","","","17.17","","","22.06","","","30.28","","","46.05","","","66.99","","","84.11","","","92.30","","","106.21","","","119.49","","","99.85","","","102.96","","","102.33","","","110.18","","","124.81","","","133.18","","","137.01","",""
"Mobile-cellular subscriptions per 100 inhabitants","Montenegro","","","","","","","","","","","","","78.64","","","88.13","","","104.18","","","145.27","","ITU estimate.","186.38","","","207.75","","","187.42","","","185.38","","","158.30","","","158.68","","","161.70","","","160.76","","","165.92","","","166.47","","","180.69","","","183.28","",""
"Mobile-cellular subscriptions per 100 inhabitants","Montserrat","9.92","","","26.49","","","33.90","","","39.69","","","46.33","","","","","","88.31","","","72.46","","","66.31","","ITU estimate.","62.36","","","85.73","","","85.42","","","85.19","","ITU estimate.","91.02","","","90.78","","","100.66","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Morocco","8.13","","","16.38","","","21.04","","","24.71","","","31.00","","","40.69","","","51.96","","","64.27","","","72.35","","","79.27","","","98.88","","","111.51","","","117.37","","","125.83","","","129.02","","","124.28","","","118.18","","","123.42","","","124.17","","","127.95","",""
"Mobile-cellular subscriptions per 100 inhabitants","Mozambique","0.29","","","0.84","","","1.36","","","2.25","","","3.56","","","7.34","","","11.10","","","14.21","","","19.77","","","26.08","","","30.70","","","32.48","","","35.41","","","48.52","","","70.31","","","74.46","","","53.99","","","41.45","","","47.72","","","48.65","",""
"Mobile-cellular subscriptions per 100 inhabitants","Myanmar","0.03","","","0.05","","","0.10","","","0.14","","","0.19","","","0.26","","","0.43","","","0.50","","","0.74","","","1.00","","","1.17","","","2.44","","","7.25","","","13.18","","","55.53","","","77.82","","","95.36","","","89.82","","","113.84","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Namibia","4.57","","","5.85","","","8.10","","","11.90","","","15.00","","","23.16","","","30.89","","","39.88","","","51.48","","","78.40","","","92.03","","","101.75","","","97.82","","","122.14","","","117.49","","","110.15","","","112.80","","","111.55","","","112.70","","","113.19","",""
"Mobile-cellular subscriptions per 100 inhabitants","Nauru","11.61","","","14.68","","","","","","","","","","","","","","","","","","","","","","","","","","","61.97","","","66.53","","","67.06","","","","","","","","","90.53","","","94.51","","","94.58","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Nepal (Republic of)","0.04","","","0.07","","","0.09","","","0.33","","","0.46","","","0.88","","","4.44","","","12.39","","","15.75","","","20.82","","","34.04","","","49.39","","","61.54","","","79.36","","","85.56","","","101.85","","","117.81","","","130.63","","","139.45","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Neth. Antilles","","","","","","","","","","110.13","","","108.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Netherlands","67.53","","","76.16","","","75.11","","","81.48","","","90.87","","","96.74","","","105.21","","","116.83","","","124.50","","","121.19","","","114.96","","","118.47","","","117.42","","","115.58","","","115.80","","","122.85","","","123.02","","","120.63","","","123.73","","","127.28","",""
"Mobile-cellular subscriptions per 100 inhabitants","New Caledonia","22.99","","","30.66","","","35.48","","","42.36","","","50.00","","","56.79","","","64.60","","","72.47","","","79.64","","","83.81","","","87.10","","","88.43","","","88.62","","","91.02","","","90.80","","","96.02","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","New Zealand","39.96","","","58.55","","","61.79","","","64.62","","","74.18","","","85.36","","","90.84","","","100.43","","","107.99","","","108.71","","","107.78","","","109.08","","","110.15","","","105.48","","","111.66","","","121.36","","","130.92","","","136.11","","","134.93","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Nicaragua","1.78","","","3.20","","","4.55","","","8.82","","","13.77","","","20.58","","","33.19","","","44.76","","","54.84","","","58.21","","","68.03","","","81.71","","","97.81","","","112.31","","","115.06","","","116.73","","","122.87","","","128.11","","","115.10","","","88.43","",""
"Mobile-cellular subscriptions per 100 inhabitants","Niger","0.02","","","0.02","","","0.47","","","0.65","","","1.31","","","2.38","","","3.41","","","6.13","","ITU estimate.","12.44","","","16.40","","ITU estimate.","22.28","","","27.71","","","30.32","","","37.86","","","42.81","","","44.79","","","35.94","","","40.64","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Nigeria","0.02","","","0.21","","","1.22","","","2.39","","","6.76","","","13.38","","","22.68","","","27.60","","","41.92","","","48.29","","","55.08","","","58.45","","","67.44","","","74.08","","","78.77","","","83.27","","","83.00","","","75.92","","","88.18","","","91.85","",""
"Mobile-cellular subscriptions per 100 inhabitants","Niue","21.59","","","21.57","","","27.36","","","34.19","","","37.90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Norfolk Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","North Macedonia","5.69","","","10.93","","","17.83","","","37.79","","","47.91","","","54.90","","","61.26","","","86.88","","","95.17","","","93.92","","","103.99","","","106.79","","","107.77","","","107.76","","","107.06","","","100.20","","","98.55","","","96.45","","","94.53","","","92.20","",""
"Mobile-cellular subscriptions per 100 inhabitants","Northern Marianas","5.22","","","22.63","","","29.33","","","32.13","","","35.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Norway","71.65","","","79.44","","","83.37","","","88.86","","","98.40","","","102.64","","","104.19","","","106.74","","","109.23","","","110.93","","","114.60","","","115.70","","","115.63","","","112.06","","","111.58","","","109.91","","","109.11","","","107.99","","","107.17","","","107.38","",""
"Mobile-cellular subscriptions per 100 inhabitants","Oman","7.14","","","14.07","","","19.83","","","24.89","","","32.97","","","53.09","","","70.45","","","94.09","","","117.03","","","138.05","","","151.45","","","147.93","","","150.87","","","149.21","","","153.81","","","155.76","","","153.29","","","148.82","","","139.97","","","138.23","",""
"Mobile-cellular subscriptions per 100 inhabitants","Pakistan","0.22","","","0.51","","","1.14","","","1.57","","","3.21","","","7.97","","","21.04","","","37.46","","","51.28","","","53.75","","","55.28","","","59.39","","","64.16","","","66.79","","","69.51","","","63.13","","","67.03","","","69.51","","","72.56","","","76.38","",""
"Mobile-cellular subscriptions per 100 inhabitants","Palau","","","","","","","12.52","","","19.81","","","19.75","","","30.59","","","42.71","","","55.80","","","62.38","","","69.70","","","80.82","","","87.04","","","97.23","","","101.93","","","108.44","","","134.41","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Palestine","0.22","","","5.32","","","7.44","","","7.67","","","12.46","","","15.86","","","22.44","","","27.19","","","34.08","","","45.48","","","64.20","","","69.52","","","73.90","","","73.62","","","72.20","","","77.96","","","80.10","","","84.18","","","89.98","","","86.33","",""
"Mobile-cellular subscriptions per 100 inhabitants","Panama","13.54","","","15.38","","","16.70","","","21.58","","","38.54","","","52.51","","","64.11","","","87.17","","","111.35","","","169.50","","","182.46","","","181.72","","","164.79","","","161.77","","","177.02","","","144.69","","","127.36","","","128.57","","","137.00","","","131.85","",""
"Mobile-cellular subscriptions per 100 inhabitants","Papua New Guinea","0.15","","","0.18","","","0.25","","","0.28","","","0.76","","","1.15","","","1.50","","","4.41","","","12.53","","","19.84","","","26.11","","","32.12","","","35.50","","","38.52","","","42.27","","","43.91","","","45.72","","","47.62","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Paraguay","15.42","","","21.18","","","30.13","","","31.43","","","30.52","","","32.40","","","54.67","","","78.26","","","95.22","","","91.15","","","94.76","","","103.08","","","105.80","","","108.34","","","110.69","","","110.81","","","110.50","","","108.76","","","106.95","","","110.18","",""
"Mobile-cellular subscriptions per 100 inhabitants","Peru","4.81","","","6.69","","","8.51","","","10.71","","","14.82","","","20.04","","","32.45","","","54.41","","","73.35","","","85.79","","","100.30","","","110.92","","","99.60","","","100.06","","","105.95","","","112.36","","","119.42","","","123.76","","","131.78","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Philippines","8.28","","","15.26","","","18.91","","","27.10","","","38.88","","","40.29","","","48.78","","","64.14","","","74.93","","","81.79","","","88.49","","","98.56","","","104.90","","","104.00","","","110.76","","","115.40","","","115.85","","","114.07","","","126.20","","","154.76","",""
"Mobile-cellular subscriptions per 100 inhabitants","Poland","17.50","","","25.97","","","36.11","","","45.27","","ITU estimate.","60.15","","","76.02","","","95.80","","","107.91","","","114.52","","","116.83","","","122.50","","","131.01","","","141.49","","","149.31","","","149.39","","","143.39","","","139.52","","","132.95","","","127.33","","","127.73","",""
"Mobile-cellular subscriptions per 100 inhabitants","Portugal","64.73","","","77.14","","","83.48","","","95.91","","","100.96","","","108.93","","","115.97","","","127.47","","","132.60","","","111.23","","","115.24","","","116.70","","","113.22","","","114.49","","","114.18","","","112.99","","","112.07","","","114.34","","","115.63","","","116.46","",""
"Mobile-cellular subscriptions per 100 inhabitants","Puerto Rico","35.93","","","44.36","","","44.94","","","46.78","","","50.74","","","54.89","","","60.68","","","67.24","","","70.50","","","75.41","","","81.96","","","87.32","","","86.23","","","88.05","","","92.91","","","94.78","","","99.06","","","107.14","","","109.56","","","114.95","",""
"Mobile-cellular subscriptions per 100 inhabitants","Qatar","20.40","","","28.93","","","41.62","","","55.23","","","65.09","","","82.82","","","89.93","","","103.76","","","99.50","","","117.75","","","117.78","","","113.08","","","118.45","","","141.68","","","134.43","","","145.79","","","137.61","","","146.38","","","141.86","","","138.33","",""
"Mobile-cellular subscriptions per 100 inhabitants","Romania","11.29","","","17.49","","","23.39","","","32.41","","","47.34","","","62.35","","","75.31","","","96.98","","","117.48","","","121.62","","","118.99","","","115.16","","","112.92","","","113.79","","","114.39","","","116.03","","","115.68","","","113.97","","","116.04","","","117.07","",""
"Mobile-cellular subscriptions per 100 inhabitants","Russian Federation","2.23","","","5.31","","","12.13","","","24.99","","","51.17","","","83.52","","","105.07","","","119.50","","","139.28","","","160.51","","","165.66","","","141.79","","","144.50","","","151.26","","","152.79","","","156.77","","","157.72","","","156.19","","","157.43","","","164.39","",""
"Mobile-cellular subscriptions per 100 inhabitants","Rwanda","0.49","","","0.79","","","0.98","","","1.53","","","1.58","","","2.52","","","3.47","","","6.85","","","13.89","","","24.83","","","35.35","","","43.19","","","53.94","","","61.87","","","69.90","","","77.05","","","76.46","","","73.61","","","78.85","","","76.49","",""
"Mobile-cellular subscriptions per 100 inhabitants","Réunion","37.48","","","56.25","","","59.80","","","67.61","","","74.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Saint Kitts and Nevis","2.72","","","4.71","","","11.07","","","48.09","","","62.60","","","108.84","","","107.73","","","135.00","","","154.61","","","155.35","","","163.21","","","155.72","","ITU estimate.","152.34","","ITU estimate.","152.99","","","128.02","","","142.59","","","148.34","","","147.71","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Saint Lucia","1.60","","","1.71","","","8.98","","","61.67","","Country estimate.","62.42","","Country estimate.","64.65","","Country estimate.","63.85","","","87.69","","","102.96","","","110.17","","","113.86","","","123.35","","","122.28","","Country estimate.","119.46","","","105.64","","","104.81","","","98.12","","","97.65","","","101.68","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Saint Vincent and the Grenadines","2.19","","","6.94","","","9.23","","","58.08","","","66.35","","","65.02","","","80.69","","","101.82","","","120.02","","","111.85","","","121.74","","","121.69","","","117.11","","","115.43","","","105.65","","","103.87","","","102.91","","","105.48","","","96.07","","","92.87","",""
"Mobile-cellular subscriptions per 100 inhabitants","Samoa","1.43","","","1.43","","","1.53","","","5.92","","","8.96","","","13.35","","","25.16","","","47.24","","","","","","","","","48.40","","","","","","53.04","","","52.37","","","55.42","","","62.28","","","77.63","","","63.58","","","","","","","",""
