"Indicator","Country","2000_value","2000_notes","2000_source","2001_value","2001_notes","2001_source","2002_value","2002_notes","2002_source","2003_value","2003_notes","2003_source","2004_value","2004_notes","2004_source","2005_value","2005_notes","2005_source","2006_value","2006_notes","2006_source","2007_value","2007_notes","2007_source","2008_value","2008_notes","2008_source","2009_value","2009_notes","2009_source","2010_value","2010_notes","2010_source","2011_value","2011_notes","2011_source","2012_value","2012_notes","2012_source","2013_value","2013_notes","2013_source","2014_value","2014_notes","2014_source","2015_value","2015_notes","2015_source","2016_value","2016_notes","2016_source","2017_value","2017_notes","2017_source","2018_value","2018_notes","2018_source","2019_value","2019_notes","2019_source"
"Mobile-cellular subscriptions per 100 inhabitants","San Marino","52.81","","","57.00","","","59.48","","","59.17","","","59.04","","","58.48","","","58.55","","","58.21","","","80.18","","","97.19","","","97.94","","","112.01","","","112.13","","","112.98","","","114.12","","","110.07","","","109.15","","","112.86","","","113.96","","","114.44","",""
"Mobile-cellular subscriptions per 100 inhabitants","Sao Tome and Principe","0.00","","","0.00","","","1.34","","","3.20","","","5.04","","","7.59","","","11.40","","","18.10","","","29.54","","","45.96","","","56.95","","","62.34","","","64.85","","","65.25","","","65.65","","","92.75","","","87.61","","","84.00","","","77.06","","","77.08","",""
"Mobile-cellular subscriptions per 100 inhabitants","Saudi Arabia","6.66","","","11.93","","","22.97","","","32.23","","","39.67","","","59.47","","","80.41","","","112.77","","","139.06","","","168.47","","","188.04","","","191.03","","","181.79","","","176.71","","","170.57","","","166.46","","","147.74","","","121.48","","","122.57","","","120.51","",""
"Mobile-cellular subscriptions per 100 inhabitants","Senegal","2.55","","","3.01","","","5.38","","","7.42","","","10.37","","","15.60","","","26.20","","","31.07","","","44.89","","","55.95","","","65.81","","","71.76","","","85.59","","","95.29","","","101.45","","","102.61","","","101.29","","","102.20","","","104.45","","","109.72","",""
"Mobile-cellular subscriptions per 100 inhabitants","Serbia","","","","","","","","","","","","","51.17","","","59.94","","","72.64","","","92.87","","","106.17","","","109.85","","","110.28","","","113.59","","","102.21","","","103.14","","","105.02","","","103.14","","","102.72","","","97.65","","","95.78","","","96.37","",""
"Mobile-cellular subscriptions per 100 inhabitants","Seychelles","32.05","","","44.51","","","53.20","","","57.37","","","62.21","","","66.34","","","78.57","","","85.78","","","103.35","","","121.88","","","128.84","","","137.78","","","147.38","","","146.46","","","160.63","","","156.08","","","158.66","","","173.50","","","184.30","","","198.15","",""
"Mobile-cellular subscriptions per 100 inhabitants","Sierra Leone","0.26","","","0.57","","","1.35","","","2.18","","","","","","","","","","","","12.96","","","16.45","","","18.49","","","31.17","","","32.56","","","32.92","","","58.28","","","67.79","","","78.88","","","85.68","","","88.47","","","83.07","","","86.13","",""
"Mobile-cellular subscriptions per 100 inhabitants","Singapore","68.19","","","73.37","","","80.72","","","86.63","","","95.53","","","102.79","","","108.77","","","129.39","","","134.32","","","138.62","","","143.92","","","148.08","","","150.25","","","154.72","","","146.66","","","147.23","","","149.65","","","146.84","","","148.82","","","155.65","",""
"Mobile-cellular subscriptions per 100 inhabitants","Slovakia","23.04","","","39.77","","","54.14","","","68.13","","","79.18","","","84.10","","","90.64","","","112.40","","","102.23","","","101.79","","","109.64","","","110.61","","","112.55","","","114.51","","","117.49","","","122.81","","","128.44","","","130.65","","","132.80","","","135.60","",""
"Mobile-cellular subscriptions per 100 inhabitants","Slovenia","61.16","","","73.97","","","83.90","","","87.49","","","92.89","","","88.18","","","90.87","","","95.84","","","101.57","","","103.28","","","103.85","","","105.72","","","108.91","","","110.69","","","112.52","","","113.65","","","115.02","","","117.66","","","118.67","","","120.85","",""
"Mobile-cellular subscriptions per 100 inhabitants","Solomon Islands","0.28","","","0.23","","","0.23","","","0.24","","","0.65","","","1.28","","","1.46","","","2.21","","","5.96","","","9.71","","","21.88","","","50.76","","","54.34","","","56.55","","","64.16","","","70.42","","","67.25","","","73.16","","","73.83","","","71.38","",""
"Mobile-cellular subscriptions per 100 inhabitants","Somalia","0.90","","","0.93","","","1.05","","","2.04","","","4.94","","","4.79","","","5.11","","","5.42","","","5.50","","","5.47","","","5.38","","","14.54","","","18.09","","","39.67","","","40.97","","","42.30","","","46.90","","","48.80","","","50.99","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","South Africa","18.54","","","23.67","","","29.69","","","36.09","","","44.06","","","70.93","","","81.80","","","86.12","","","90.40","","","91.99","","","98.35","","","123.07","","","129.45","","","143.17","","","145.35","","","158.88","","","146.62","","","155.23","","","159.93","","","165.60","",""
"Mobile-cellular subscriptions per 100 inhabitants","South Sudan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.78","","","18.31","","","22.74","","","27.55","","","27.25","","","27.05","","","24.92","","","25.56","","","17.46","","","20.09","",""
"Mobile-cellular subscriptions per 100 inhabitants","Spain","59.44","","","71.77","","","79.99","","","87.38","","","89.18","","","96.99","","","102.16","","","106.59","","","107.72","","","109.59","","","109.50","","","111.69","","","107.65","","","106.88","","","108.61","","","109.42","","","110.48","","","112.56","","","115.99","","","118.44","",""
"Mobile-cellular subscriptions per 100 inhabitants","Sri Lanka","2.29","","","3.53","","","4.89","","","7.25","","","11.41","","","17.20","","","27.48","","","40.24","","","55.46","","","81.03","","","85.68","","","89.81","","","94.16","","","98.32","","","106.42","","","114.31","","","122.72","","","133.47","","","142.65","","","144.34","",""
"Mobile-cellular subscriptions per 100 inhabitants","St. Helena","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","21.60","","","41.96","","","66.58","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","St. Maarten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195.94","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","St. Pierre & Miquelon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Sudan","0.07","","","0.30","","","0.54","","","1.45","","","2.80","","","4.75","","ITU estimate.","11.84","","","20.20","","","28.69","","","35.74","","","52.38","","","70.88","","","76.42","","","74.60","","","73.19","","","71.82","","","69.78","","","70.18","","","72.01","","","77.11","",""
"Mobile-cellular subscriptions per 100 inhabitants","Suriname","8.72","","","18.26","","","22.47","","","34.54","","","43.11","","","46.61","","","63.33","","","74.34","","ITU estimate.","127.07","","ITU estimate.","146.03","","","98.49","","","99.69","","","105.14","","","158.71","","","167.69","","","134.22","","","142.84","","","139.51","","","130.60","","","139.99","",""
"Mobile-cellular subscriptions per 100 inhabitants","Sweden","71.75","","","80.67","","","89.11","","","98.32","","","97.71","","","100.72","","","105.62","","","110.41","","","108.42","","","112.10","","","117.06","","","121.00","","","124.16","","","124.92","","","127.04","","","129.43","","","127.52","","","126.40","","","126.62","","","128.49","",""
"Mobile-cellular subscriptions per 100 inhabitants","Switzerland","64.93","","","73.49","","","79.45","","","85.15","","","85.68","","","92.52","","","99.71","","","108.91","","","116.71","","","120.85","","","123.51","","","127.52","","","131.88","","","136.25","","","135.88","","","135.51","","","134.16","","","131.14","","","126.54","","","126.05","",""
"Mobile-cellular subscriptions per 100 inhabitants","Syrian Arab Republic","0.18","","","1.19","","","2.34","","","6.80","","","13.16","","","16.07","","","24.53","","","31.36","","","34.15","","","47.26","","","54.75","","","61.27","","","63.51","","","62.78","","","75.04","","","79.52","","","76.44","","","90.00","","","101.09","","","113.58","",""
"Mobile-cellular subscriptions per 100 inhabitants","Taiwan, Province of China","81.37","","","98.54","","","109.56","","","115.08","","","100.84","","","97.64","","","101.86","","","105.93","","","110.40","","","116.68","","","120.06","","","124.05","","","126.16","","","126.85","","","129.23","","","126.00","","","123.82","","","121.55","","","123.66","","","123.21","",""
"Mobile-cellular subscriptions per 100 inhabitants","Tajikistan","0.02","","","0.03","","","0.21","","","0.73","","","2.03","","","3.90","","","31.06","","","30.20","","","50.95","","","66.53","","","78.92","","","82.16","","","82.90","","","93.52","","","96.93","","","100.41","","","108.50","","","111.53","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Tanzania","0.33","","","0.80","","","1.72","","","3.57","","","5.20","","","7.71","","","14.18","","","20.28","","","31.08","","","40.56","","","47.32","","","56.20","","","57.85","","","56.60","","","63.78","","","77.05","","","75.48","","","73.09","","","77.24","","","82.21","",""
"Mobile-cellular subscriptions per 100 inhabitants","Thailand","4.85","","","11.88","","","27.24","","","33.49","","","41.49","","","46.56","","","60.97","","","80.04","","","92.94","","","98.63","","","106.74","","","114.71","","","125.32","","","137.72","","","141.87","","","149.81","","","173.51","","","175.60","","","180.18","","","186.16","",""
"Mobile-cellular subscriptions per 100 inhabitants","Timor-Leste","","","","","","","","","","2.12","","","2.65","","","3.32","","","4.83","","","7.55","","","11.84","","","32.66","","","43.26","","","55.17","","","54.81","","","56.36","","","117.15","","","115.08","","","122.38","","","125.21","","","115.81","","","110.22","",""
"Mobile-cellular subscriptions per 100 inhabitants","Togo","1.02","","","1.88","","","3.18","","","4.57","","","6.08","","","7.73","","","12.29","","","20.11","","","25.47","","","34.99","","","40.52","","","40.86","","","48.90","","","61.30","","","63.27","","","66.30","","","73.31","","","78.85","","","77.89","","","77.20","",""
"Mobile-cellular subscriptions per 100 inhabitants","Tokelau","0.00","","","0.00","","","","","","0.00","","","0.00","","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Tonga","0.18","","","0.24","","","3.39","","","11.25","","","16.36","","","29.60","","","29.55","","","45.35","","","48.82","","","51.02","","","52.22","","","53.11","","","54.51","","","56.50","","","67.31","","","72.92","","","79.10","","","105.82","","","104.59","","","59.43","",""
"Mobile-cellular subscriptions per 100 inhabitants","Trinidad and Tobago","12.77","","","20.14","","","20.57","","","26.20","","","50.47","","","71.28","","","116.60","","","115.39","","","137.41","","","139.78","","","142.62","","","136.67","","","140.07","","","143.60","","","145.38","","","154.95","","","157.22","","","146.72","","","141.93","","","155.11","",""
"Mobile-cellular subscriptions per 100 inhabitants","Tunisia","1.23","","","3.97","","","5.82","","","19.28","","","37.27","","","56.21","","","71.94","","","76.11","","","82.60","","","93.08","","","104.50","","","115.32","","","118.41","","","116.06","","","129.11","","","130.55","","","126.35","","","125.37","","","127.71","","","126.31","",""
"Mobile-cellular subscriptions per 100 inhabitants","Turkey","25.51","","","30.49","","","35.80","","","42.20","","","51.79","","","64.22","","","76.59","","","89.07","","","93.48","","","88.02","","","85.40","","","88.94","","","90.66","","","91.75","","","93.08","","","93.77","","","94.03","","","95.91","","","97.30","","","96.84","",""
"Mobile-cellular subscriptions per 100 inhabitants","Turkmenistan","0.17","","","0.18","","","0.18","","","0.20","","","1.07","","","2.21","","","4.51","","","7.84","","","23.00","","","42.59","","","62.86","","","102.43","","","112.00","","","114.14","","","131.83","","","140.91","","","151.44","","","162.86","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Turks & Caicos Is.","","","","","","","38.96","","","77.41","","","93.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Tuvalu","0.00","","","0.00","","","0.00","","","0.00","","","5.07","","","13.00","","","15.81","","","17.61","","","","","","9.59","","","15.19","","","20.03","","","26.07","","","31.32","","","34.63","","","59.46","","","67.71","","","70.36","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Uganda","0.54","","","1.16","","","1.56","","","2.99","","","4.34","","","4.75","","","7.03","","","14.23","","","28.11","","","29.87","","","39.56","","","49.88","","","47.33","","","50.62","","","55.18","","","52.90","","","57.60","","","60.60","","","57.27","","","57.37","",""
"Mobile-cellular subscriptions per 100 inhabitants","Ukraine","1.68","","","4.60","","","7.70","","","13.66","","","29.09","","","64.01","","","105.28","","","119.09","","","120.56","","","119.46","","","117.77","","","121.94","","","130.86","","","138.44","","","144.28","","","142.00","","","133.17","","","131.36","","","127.75","","","130.63","",""
"Mobile-cellular subscriptions per 100 inhabitants","United Arab Emirates","45.57","","","57.81","","","69.80","","","80.08","","","90.53","","","98.82","","","104.13","","","125.33","","","131.99","","","134.79","","","127.79","","","131.08","","","150.69","","","174.64","","","182.53","","","193.70","","","212.64","","","208.98","","","208.50","","","200.63","",""
"Mobile-cellular subscriptions per 100 inhabitants","United Kingdom","73.74","","","78.28","","","82.98","","","91.09","","","99.69","","","108.60","","","115.22","","","120.15","","","120.59","","","121.73","","","120.91","","","120.52","","","121.39","","","121.07","","","119.93","","","120.33","","","119.06","","","118.54","","","118.36","","","119.90","",""
"Mobile-cellular subscriptions per 100 inhabitants","United States","38.86","","","45.15","","","49.36","","","55.43","","","63.22","","","69.05","","","77.11","","","82.93","","","86.10","","","89.54","","","92.27","","","95.45","","","97.07","","","98.20","","","111.56","","","119.14","","","122.59","","","123.04","","","129.01","","","134.46","",""
"Mobile-cellular subscriptions per 100 inhabitants","Uruguay","12.37","","","15.64","","","15.44","","","14.97","","","18.06","","","34.77","","","70.07","","","90.17","","","105.02","","","122.75","","","132.09","","","141.21","","","147.84","","","155.42","","","161.66","","","151.39","","","149.43","","","148.33","","","149.90","","","138.07","",""
"Mobile-cellular subscriptions per 100 inhabitants","Uzbekistan","0.21","","","0.51","","","0.73","","","1.25","","","2.09","","","2.72","","","9.44","","","20.92","","","44.79","","","58.50","","","73.47","","","87.80","","","68.84","","","71.83","","","71.12","","","70.43","","","74.00","","","75.92","","","71.52","","","101.21","",""
"Mobile-cellular subscriptions per 100 inhabitants","Vanuatu","0.20","","","0.18","","","2.53","","","3.92","","","5.15","","","6.06","","","7.00","","","11.85","","","16.02","","","57.19","","","71.94","","","56.44","","","58.55","","","49.58","","","59.14","","","64.48","","","78.54","","","79.86","","","85.91","","","88.44","",""
"Mobile-cellular subscriptions per 100 inhabitants","Vatican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Venezuela","22.52","","","26.26","","","26.06","","","27.45","","","32.39","","","47.27","","","69.98","","","87.42","","","99.20","","","100.33","","","98.03","","","99.63","","","104.12","","","103.74","","","101.61","","","96.71","","","92.46","","","83.30","","","71.77","","","47.26","",""
"Mobile-cellular subscriptions per 100 inhabitants","Viet Nam","0.99","","","1.55","","","2.33","","","3.33","","","5.97","","","11.44","","","22.33","","","52.71","","","86.82","","","112.78","","","126.83","","","143.26","","","146.63","","","136.34","","","148.45","","","129.83","","","128.79","","","126.87","","","147.20","","","141.23","",""
"Mobile-cellular subscriptions per 100 inhabitants","Virgin Islands (US)","32.19","","","37.72","","","41.59","","","45.50","","ITU estimate.","59.39","","ITU estimate.","74.49","","ITU estimate.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Wallis and Futuna","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","","","","","","","","","","","","","","","","","","","","","","0.00","","","","","","","","","","","","","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Yemen","0.18","","","0.83","","","2.64","","","3.56","","","7.55","","","11.33","","","14.39","","","20.43","","","29.44","","","36.92","","","47.87","","","49.01","","","56.80","","","66.98","","","66.22","","","56.69","","","60.49","","","55.18","","","53.68","","","","",""
"Mobile-cellular subscriptions per 100 inhabitants","Zambia","0.95","","","1.13","","","1.27","","","2.14","","","4.02","","","8.01","","","13.66","","","21.11","","","27.54","","","33.35","","","40.03","","","58.22","","","72.76","","","69.65","","","65.68","","","72.78","","","73.44","","","79.74","","","89.16","","","96.41","",""
"Mobile-cellular subscriptions per 100 inhabitants","Zimbabwe","2.24","","","2.63","","","2.83","","","3.03","","","3.54","","","5.36","","","6.99","","","10.00","","","13.37","","","31.86","","","60.64","","","71.35","","","96.18","","","102.12","","","86.84","","","92.35","","","91.79","","","98.99","","","89.40","","","90.10","",""
